,VOTE_AVERAGE,BUDGET,REVENUE,cluster
2346,6.8,5000000,61768190,1
2347,5.5,35000000,61746888,2
2348,6.2,30000000,61700416,2
2349,6.7,160000000,61698899,3
2350,5.8,130000000,61648500,0
2351,7.7,11936735,61631776,1
2352,7.3,10000000,61621140,1
2353,7.3,11000000,61619773,1
2354,6.5,40000000,61601280,2
2355,6.5,26000000,61489265,2
2356,6.8,32000000,61404394,2
2357,7.1,15000000,61399552,1
2358,7.5,19000000,61389680,1
2359,6.1,60000000,61347797,2
2360,6.8,17700000,61321941,1
2361,5.1,61000000,61319383,2
2362,7.2,6000000,61294644,1
2363,4.8,70000000,61279452,0
2364,7.8,20000000,61276872,1
2365,6.9,30000000,61255921,2
2366,7.0,35000000,61181942,2
2367,5.2,12000000,61141030,1
2368,7.5,22000000,61037844,1
2369,6.6,26000000,61000000,2
2370,6.6,40000000,60965854,2
2371,7.4,2800000,60922980,1
2372,6.7,40000000,60917189,2
2373,6.0,90000000,60874615,0
2374,6.1,30000000,60864870,2
2375,5.4,42000000,60845711,2
2376,7.3,7500000,60781545,1
2377,6.2,28000000,60780981,2
2378,7.2,32000000,60740827,2
2379,6.4,28000000,60700000,2
2380,7.0,80000000,60655420,0
2381,7.4,15000000,60629159,1
2382,6.8,17000000,60613008,1
2383,7.9,7000000,60611975,1
2384,6.5,27000000,60527873,2
2385,7.5,1934000,60447800,1
2386,7.3,20000000,60427839,1
2387,7.2,8000000,60378584,1
2388,6.8,45000000,60331447,2
2389,6.8,32000000,60328558,2
2390,7.4,35000000,60321861,2
2391,7.5,90000000,60289912,0
2392,5.7,50000000,60209334,2
2393,6.2,50000000,60161391,2
2394,5.8,2500000,60141683,1
2395,6.2,22000000,60088980,1
2396,6.0,60000000,60052138,2
2397,6.3,40000000,60040976,2
2398,7.7,20000000,60000000,1
2399,7.0,9400000,60000000,1
2400,7.3,5000000,60000000,1
2401,7.6,12000000,60000000,1
2402,7.1,400000,60000000,1
2403,6.1,30000000,59945183,2
2404,6.9,35000000,59945012,2
2405,5.3,32000000,59927618,2
2406,6.5,11000000,59827328,1
2407,6.4,550000,59754601,1
2408,6.7,8000000,59612888,1
2409,7.0,1200000,59567035,1
2410,6.1,120000000,59522646,0
2411,6.5,11000000,59520298,1
2412,6.8,29000000,59509925,2
2413,7.4,17000000,59490000,1
2414,4.8,83000000,59468275,0
2415,6.2,75000000,59418613,0
2416,7.4,15000000,59389433,1
2417,7.1,30000000,59284015,2
2418,6.4,10000000,59217789,1
2419,5.9,25000000,59192128,2
2420,6.5,20000000,59000000,1
2421,6.7,5000000,58978653,1
2422,6.8,5500000,58972904,1
2423,6.0,50000000,58900031,2
2424,6.8,18000000,58878723,1
2425,6.2,4500000,58853106,1
2426,6.3,28000000,58834384,2
2427,6.6,6000000,58809149,1
2428,5.4,28000000,58795814,2
2429,5.2,40000000,58662452,2
2430,6.3,45000000,58620973,2
2431,5.6,32000000,58500000,2
2432,5.9,30000000,58405313,2
2433,6.5,38000000,58401898,2
2434,5.9,85000000,58292295,0
2435,2.9,30000000,58228460,2
2436,5.1,60000000,58072119,2
2437,5.8,70000000,58058367,0
2438,6.7,57000000,58055768,2
2439,5.8,12000000,58010320,1
2440,5.8,70000000,57958696,0
2441,6.2,14000000,57915972,1
2442,6.3,26000000,57891803,2
2443,5.7,45000000,57881056,2
2444,5.7,30000000,57814445,2
2445,6.3,66000000,57777106,0
2446,6.1,35000000,57756408,2
2447,5.8,35000000,57700000,2
2448,6.4,25000000,57678321,2
2449,7.1,6000000,57615777,1
2450,6.9,20000000,57588485,1
2451,7.6,6500000,57504069,1
2452,6.6,10000000,57500000,1
2453,6.3,22000000,57479076,1
2454,6.9,18000000,57470220,1
2455,6.6,11500000,57469467,1
2456,6.1,30000000,57400547,2
2457,6.4,38000000,57319029,2
2458,7.3,36000000,57284237,2
2459,7.0,35000000,57269863,2
2460,6.4,6000000,57231524,1
2461,6.3,56000000,57223890,2
2462,6.2,23000000,57138719,1
2463,7.0,3500000,57130027,1
2464,6.2,35000000,57120318,2
2465,6.5,17000000,57103895,1
2466,5.4,30000000,57076286,2
2467,6.5,35000000,57059003,2
2468,6.7,20000000,57041866,1
2469,6.4,8000000,57000000,1
2470,6.5,50000000,56996304,2
2471,5.9,27000000,56870414,2
2472,4.9,50000000,56722693,2
2473,6.1,50000000,56714147,2
2474,6.4,70000000,56709981,0
2475,5.0,43000000,56681566,2
2476,7.6,4000000,56666667,1
2477,7.3,12000000,56631572,1
2478,7.6,25000000,56505065,2
2479,6.1,31000000,56500758,2
2480,6.1,25000000,56489558,2
2481,5.9,60000000,56359980,2
2482,7.6,78000000,56351455,0
2483,7.5,27000000,56308881,2
2484,7.3,5000000,56303596,1
2485,7.4,12000000,56298474,1
2486,7.8,15000000,56255142,1
2487,7.4,51500000,56106607,2
2488,6.8,8520000,56100000,1
2489,5.8,45000000,56070433,2
2490,7.1,16000000,56032889,1
2491,7.0,25000000,56012642,2
2492,7.3,19500000,56000000,1
2493,5.3,2000000,55765562,1
2494,7.9,5000000,55736588,1
2495,7.3,40000000,55707411,2
2496,6.2,75000000,55700000,0
2497,7.3,4000000,55675257,1
2498,6.0,7600000,55600000,1
2499,5.6,30000000,55583804,2
2500,6.3,17000000,55534455,1
2501,6.3,50000000,55495563,2
2502,6.7,25000000,55494066,2
2503,6.7,8751000,55478164,1
2504,5.5,20000000,55362705,1
2505,6.2,32000000,55305279,2
2506,7.0,12000000,55260558,1
2507,7.0,40000000,55247881,2
2508,5.7,50000000,55181129,2
2509,5.5,50000000,55065289,2
2510,5.7,16000000,55060212,1
2511,6.0,80000000,55041367,0
2512,6.7,21000000,55033767,1
2513,6.3,20000000,55030051,1
2514,5.3,68000000,55003890,0
2515,5.8,60000000,55003135,2
2516,6.2,51000000,55000000,2
2517,5.9,22000000,55000000,1
2518,6.3,18000000,55000000,1
2519,7.5,650000,55000000,1
2520,6.5,10000000,54999651,1
2521,6.2,20000000,54956140,1
2522,7.1,13000000,54837234,1
2523,6.3,20000000,54830779,1
2524,5.8,30000000,54819301,2
2525,7.4,6000000,54766923,1
2526,5.2,94000000,54744738,0
2527,6.3,33000000,54700105,2
2528,6.5,40000000,54682547,2
2529,6.7,32000000,54674226,2
2530,5.5,130000,54667954,1
2531,7.1,7000000,54600000,1
2532,7.3,20000000,54589558,1
2533,6.9,5000000,54418872,1
2534,5.7,75000000,54264342,0
2535,5.8,75000000,54249294,0
2536,7.2,6500000,54215416,1
2537,7.3,15354648,54172014,1
2538,5.8,30000000,54169363,2
2539,5.4,12000000,54000000,1
2540,7.4,16000000,53977250,1
2541,7.5,11000000,53939297,1
2542,6.7,25000000,53918723,2
2543,6.4,30000000,53898845,2
2544,6.0,45000000,53854588,2
2545,6.0,13200000,53830415,1
2546,5.5,80000000,53825515,0
2547,7.2,10000000,53785551,1
2548,7.0,26000000,53676580,2
2549,6.2,58000000,53672080,2
2550,7.3,30000000,53653224,2
2551,7.6,16000000,53478166,1
2552,6.2,50000000,53431158,2
2553,7.3,13000000,53424681,1
2554,6.6,47000000,53396354,2
2555,5.9,10000000,53329150,1
2556,5.6,62000000,53321673,2
2557,7.2,35000000,53293628,2
2558,7.9,12000000,53267000,1
2559,6.1,28000000,53260230,2
2560,6.9,25000000,53213633,2
2561,6.4,31000000,53208180,2
2562,6.8,23000000,53187659,1
2563,7.2,9620000,53165427,1
2564,7.7,20000000,53000000,1
2565,5.8,15000000,52970014,1
2566,7.8,5883687,52946454,1
2567,6.2,52000000,52826594,2
2568,6.1,5000000,52700000,1
2569,6.2,35000000,52659594,2
2570,6.0,15000000,52600000,1
2571,7.5,8263717,52587293,1
2572,5.4,16000000,52545707,1
2573,7.0,15000000,52501541,1
2574,5.3,23000000,52487045,1
2575,4.8,4000000,52425855,1
2576,7.0,36000000,52424533,2
2577,5.5,45000000,52400000,2
2578,6.1,25000000,52395996,2
2579,7.3,3213790,52390000,1
2580,6.5,60000000,52322400,2
2581,7.1,34000000,52300000,2
2582,6.8,13800000,52293982,1
2583,7.9,8000000,52287414,1
2584,7.3,14000000,52223306,1
2585,6.7,12000000,52223306,1
2586,6.2,57000000,52164016,2
2587,6.3,65000000,52100000,0
2588,6.6,80000000,52099090,0
2589,7.3,45000000,52000000,2
2590,6.4,20000000,52000000,1
2591,8.0,18000000,51973029,1
2592,4.1,23000000,51881013,1
2593,5.2,60000000,51880044,2
2594,6.0,25000000,51842679,2
2595,6.7,38000000,51801187,2
2596,6.8,40000000,51783040,2
2597,5.8,5000000,51749995,1
2598,6.6,13000000,51723285,1
2599,7.1,5900000,51718367,1
2600,5.6,25000000,51702483,2
2601,6.3,20000000,51684798,1
2602,5.7,35000000,51680201,2
2603,6.9,6000000,51600000,1
2604,5.6,25000000,51549674,2
2605,7.8,1000000,51525171,1
2606,6.3,20000000,51417188,1
2607,5.4,70000000,51386477,0
2608,4.5,30000000,51376861,2
2609,6.2,26000000,51164106,2
2610,6.8,32000000,51155219,2
2611,5.3,75000000,51142659,0
2612,6.5,30000000,51132598,2
2613,6.7,6500000,51079064,1
2614,6.5,40000000,51070807,2
2615,6.2,15000000,51053787,1
2616,6.5,16800000,51029361,1
2617,6.9,25000000,51000000,2
2618,6.1,17000000,51000000,1
2619,6.2,12000000,51000000,1
2620,6.7,32000000,50907422,2
2621,7.2,20000000,50907234,1
2622,6.7,7000000,50888000,1
2623,6.9,45000000,50871113,2
2624,6.1,4000000,50802372,1
2625,5.7,15000000,50802120,1
2626,6.6,10000000,50752337,1
2627,7.2,22000000,50750000,1
2628,6.2,20000000,50732139,1
2629,7.5,2500000,50700000,1
2630,7.5,23000000,50694672,1
2631,6.0,25000000,50671850,2
2632,5.3,60000000,50650079,2
2633,7.0,45000000,50548152,2
2634,5.9,20000000,50500000,1
2635,6.2,30000000,50500000,2
2636,7.9,25000000,50401502,2
2637,6.5,58000000,50365377,2
2638,7.1,35000000,50363790,2
2639,6.2,10000000,50336279,1
2640,7.2,48000000,50315140,2
2641,7.7,8500000,50300000,1
2642,7.1,34000000,50283563,2
2643,7.1,6000000,50244700,1
2644,6.0,31000000,50236831,2
2645,6.8,36000000,50159144,2
2646,5.2,50000000,50100000,2
2647,7.6,10000000,50100000,1
2648,7.3,18000000,50083616,1
2649,6.6,50000000,50068310,2
2650,6.6,50000000,50054511,2
2651,6.3,29000000,50041732,2
2652,7.1,19000000,50020902,1
2653,7.2,20000000,50012507,1
2654,5.1,16000000,50007546,1
2655,7.1,15000000,50000000,1
2656,8.0,15000000,50000000,1
2657,7.3,6000000,50000000,1
2658,6.1,5000000,50000000,1
2659,6.1,10000000,49998613,1
2660,6.8,33000000,49939757,2
2661,7.3,10951000,49851770,1
2662,6.2,19000000,49830607,1
2663,5.4,20000000,49823037,1
2664,7.1,15000000,49814392,1
2665,7.3,60000000,49805462,2
2666,7.3,3600000,49800000,1
2667,6.4,20000000,49779728,1
2668,7.9,200000000,49750471,3
2669,6.1,50000000,49718611,2
2670,6.1,38000000,49678401,2
2671,4.9,40000000,49627779,2
2672,7.2,15000000,49500000,1
2673,5.9,7000000,49447308,1
2674,6.1,4000000,49407734,1
2675,5.8,13000000,49400000,1
2676,8.1,12308000,49380115,1
2677,6.2,17000000,49364621,1
2678,7.0,7000000,49327405,1
2679,6.2,30000000,49263404,2
2680,7.3,15000000,49230772,1
2681,5.9,12700000,49196532,1
2682,6.2,67000000,49169594,0
2683,6.4,30000000,49114016,2
2684,5.6,50000000,49111202,2
2685,6.7,18000000,49101993,1
2686,6.1,33000000,49100000,2
2687,6.0,6000000,49078000,1
2688,5.8,21000000,49050886,1
2689,6.0,25000000,49042224,2
2690,6.0,12500000,49002684,1
2691,6.9,60000000,49000000,2
2692,7.2,8000000,49000000,1
2693,5.1,50000000,49000000,2
2694,6.8,9000000,48965210,1
2695,7.0,47000000,48919043,2
2696,6.7,29000000,48902953,2
2697,6.4,16000000,48878502,1
2698,5.2,15000000,48854305,1
2699,6.0,25000000,48782670,2
2700,5.3,120000000,48668907,0
2701,7.4,6000000,48618191,1
2702,4.4,60000000,48585416,2
2703,6.9,11000000,48572000,1
2704,5.1,26000000,48563556,2
2705,4.2,20000000,48548426,1
2706,7.1,25000000,48531470,2
2707,6.7,29000000,48453605,2
2708,7.7,37000000,48451803,2
2709,6.9,20000000,48443734,1
2710,6.9,30000000,48428063,2
2711,6.6,6000000,48400000,1
2712,7.6,40000000,48350205,2
2713,5.7,25000000,48333932,2
2714,6.1,40000000,48198019,2
2715,7.0,44000000,48190704,2
2716,7.5,34000000,48169908,2
2717,6.4,50000000,48169156,2
2718,5.6,40000000,48147945,2
2719,5.1,30000000,48138337,2
2720,7.5,4000000,48137666,1
2721,7.3,7000000,48126384,1
2722,5.8,40000000,48102795,2
2723,5.8,13000000,48065672,1
2724,6.0,25000000,48063435,2
2725,6.3,6500000,48021766,1
2726,6.3,16000000,48017402,1
2727,7.9,3550000,48000000,1
2728,7.5,85000000,48000000,0
2729,7.2,9000000,47969371,1
2730,6.9,28000000,47951979,2
2731,7.0,17000000,47919757,1
2732,6.4,20000000,47817020,1
2733,7.2,20000000,47803176,1
2734,7.3,35000000,47756590,2
2735,4.2,15000000,47737094,1
2736,6.3,10000000,47709193,1
2737,6.6,8500000,47624253,1
2738,5.7,12000000,47582563,1
2739,7.4,10000000,47536959,1
2740,7.7,11800000,47494916,1
2741,7.3,82000000,47434430,0
2742,6.6,37931000,47431461,2
2743,6.0,10000000,47410000,1
2744,6.9,7000000,47405566,1
2745,7.5,60000000,47386287,2
2746,7.9,23000000,47351251,1
2747,5.5,10000000,47340586,1
2748,5.5,60000000,47318560,2
2749,7.3,43000000,47309313,2
2750,6.3,67000000,47267001,0
2751,5.5,51000000,47231070,2
2752,6.8,15000000,47175038,1
2753,7.1,30000000,47126295,2
2754,5.9,28000000,47118057,2
2755,7.1,18000000,47088990,1
2756,6.2,15000000,47074133,1
2757,5.2,28000000,47053625,2
2758,6.9,30000000,47042000,2
2759,5.7,3000000,47000000,1
2760,7.8,15000000,46969409,1
2761,6.7,18000000,46908987,1
2762,5.8,15000000,46905889,1
2763,8.5,25000000,46835000,2
2764,6.9,9000000,46789413,1
2765,8.0,16000000,46749646,1
2766,6.7,75000000,46733235,0
2767,6.9,10000000,46720491,1
2768,6.5,42000000,46704056,2
2769,7.8,1800000,46665856,1
2770,6.5,6000000,46616067,1
2771,5.2,40000000,46546197,2
2772,7.8,40000000,46471023,2
2773,6.8,40000000,46442528,2
2774,6.2,20000000,46405336,1
2775,6.6,11000000,46396427,1
2776,6.6,30000000,46372519,2
2777,8.1,30000000,46357676,2
2778,7.1,25000000,46333545,2
2779,7.0,1000000,46243000,1
2780,6.8,9000000,46236000,1
2781,6.4,42000000,46221189,2
2782,6.0,35000000,46216641,2
2783,4.5,18000000,46201432,1
2784,7.2,21000000,46183383,1
2785,7.2,23000000,46152411,1
2786,7.3,2000000,46122355,1
2787,6.8,400000,46118097,1
2788,5.9,50000000,46117696,2
2789,6.5,50000000,46112640,2
2790,6.8,20000000,46089287,1
2791,6.1,20000000,46069568,1
2792,6.0,12000000,46044400,1
2793,7.2,7700000,46000000,1
2794,7.1,11000000,45967935,1
2795,7.0,40000000,45916769,2
2796,6.0,34600000,45900000,2
2797,5.7,30000000,45867333,2
2798,5.5,20000000,45847751,1
2799,6.6,20000000,45833132,1
2800,6.3,17000000,45719985,1
2801,5.9,35000000,45681173,2
2802,6.1,8000000,45640143,1
2803,6.6,20000000,45636368,1
2804,6.5,30000000,45554533,2
2805,6.0,40000000,45500797,2
2806,6.1,35000000,45479110,2
2807,7.1,28000000,45395069,2
2808,7.6,16000000,45361000,1
2809,6.9,4500000,45352337,1
2810,5.9,13000000,45300000,1
2811,7.6,5400000,45300000,1
2812,8.3,16000000,45284974,1
2813,5.2,5000000,45172994,1
2814,5.7,19000000,45158254,1
2815,5.7,20000000,45056771,1
2816,7.6,1000000,45013424,1
2817,6.3,2000000,45000000,1
2818,6.3,12000000,45000000,1
2819,8.1,3700000,45000000,1
2820,7.4,11000000,44998252,1
2821,6.7,40000000,44922302,2
2822,6.8,4000000,44909486,1
2823,7.8,3000000,44908000,1
2824,6.1,40000000,44907260,2
2825,6.0,10000000,44902237,1
2826,6.8,15000000,44862187,1
2827,5.7,65000000,44806783,0
2828,6.7,4000000,44800000,1
2829,7.5,3600000,44785053,1
2830,8.2,19000000,44781695,1
2831,7.5,6000000,44734660,1
2832,6.7,13000000,44726644,1
2833,6.6,20000000,44617342,1
2834,7.1,50000000,44547681,2
2835,7.6,1200000,44527234,1
2836,7.0,30000000,44516999,2
2837,6.6,8700000,44500000,1
2838,6.5,25000000,44480039,2
2839,6.5,10000000,44460850,1
2840,6.4,5000000,44459951,1
2841,6.2,27000000,44352417,2
2842,6.1,36000000,44350926,2
2843,5.7,19000000,44332015,1
2844,5.8,6900000,44287131,1
2845,7.0,36000000,44229441,2
2846,6.7,9000000,44196684,1
2847,6.3,20000000,44093316,1
2848,5.9,15000000,44065653,1
2849,5.9,3500000,44019588,1
2850,6.9,23000000,44000000,1
2851,6.3,58000000,44000000,2
2852,5.2,35000000,44000000,2
2853,7.6,23000000,43984230,1
2854,7.1,20000000,43967255,1
2855,5.7,80000000,43935763,0
2856,6.7,21000000,43928932,1
2857,7.5,5000000,43884652,1
2858,7.2,15000000,43848069,1
2859,6.5,30000000,43763247,2
2860,7.3,6000000,43656822,1
2861,6.1,35000000,43650785,2
2862,6.4,2000000,43625095,1
2863,6.9,65000000,43545364,0
2864,6.8,8500000,43528634,1
2865,7.1,3000000,43515982,1
2866,7.1,4000000,43498108,1
2867,6.3,12000000,43493123,1
2868,6.5,24000000,43455230,2
2869,7.0,12000000,43440294,1
2870,4.1,16000000,43411001,1
2871,6.5,18000000,43387445,1
2872,7.3,26000000,43318349,2
2873,7.0,17759769,43306325,1
2874,5.4,38000000,43300000,2
2875,5.2,35000000,43203413,2
2876,6.3,17000000,43202283,1
2877,8.2,4000000,43143046,1
2878,7.6,15000000,43101594,1
2879,7.9,21000000,43095175,1
2880,6.4,40000000,43070915,2
2881,7.7,1255000,43059790,1
2882,6.9,22000000,43058898,1
2883,6.0,55000000,43042835,2
2884,5.6,9500000,43016528,1
2885,6.8,2900000,43008075,1
2886,7.5,8000000,43004381,1
2887,6.6,25000000,43001500,2
2888,7.3,55000000,43000000,2
2889,6.3,5650000,43000000,1
2890,7.0,25000000,42972994,2
2891,5.0,100000,42964410,1
2892,6.6,12000000,42931041,1
2893,6.1,35000000,42930462,2
2894,6.1,4200000,42918532,1
2895,6.8,30000000,42886719,2
2896,6.8,30000000,42830578,2
2897,5.5,10000000,42800000,1
2898,6.5,50000000,42792561,2
2899,7.1,10000005,42776760,1
2900,6.8,15000000,42724017,1
2901,6.8,6000000,42721196,1
2902,6.8,50000000,42580321,2
2903,6.8,45000000,42500000,2
2904,5.2,45000000,42487390,2
2905,5.9,17000000,42487325,1
2906,5.9,20000000,42472472,1
2907,7.5,625000,42432803,1
2908,6.0,17000000,42426912,1
2909,7.2,7500000,42400000,1
2910,6.6,5000000,42365581,1
2911,7.9,1839169,42350000,1
2912,6.9,9000000,42349782,1
2913,8.1,12000000,42345360,1
2914,6.1,22000000,42313354,1
2915,7.2,5500000,42300873,1
2916,5.9,50000000,42277365,2
2917,5.4,21000000,42273609,1
2918,8.0,5500000,42187665,1
2919,6.7,60000000,42145959,2
2920,6.3,24000000,42105111,2
2921,6.1,12000000,42100000,1
2922,7.0,18000000,42067430,1
2923,6.7,35000000,42064105,2
2924,6.1,32000000,42045846,2
2925,3.7,33000000,42000000,2
2926,6.2,5000000,42000000,1
2927,6.5,8500000,42000000,1
2928,6.7,6000000,42000000,1
2929,6.4,20000000,42000000,1
2930,6.6,5000000,41900000,1
2931,7.3,24000000,41895491,2
2932,5.6,40000000,41863726,2
2933,6.8,5000000,41833347,1
2934,6.1,22000000,41771168,1
2935,5.3,12000000,41744718,1
2936,7.9,28000000,41722424,2
2937,6.7,38000000,41657844,2
2938,6.8,20000000,41627431,1
2939,5.7,20000000,41624687,1
2940,5.8,25000000,41604473,2
2941,7.3,25000000,41597830,2
2942,7.2,9000000,41590886,1
2943,6.2,31000000,41512007,2
2944,7.3,7800000,41509797,1
2945,7.3,13305000,41509280,1
2946,6.4,50000000,41482207,2
2947,7.0,30000000,41480851,2
2948,6.6,4000000,41424067,1
2949,4.8,25000000,41412264,2
2950,7.2,6900000,41410568,1
2951,7.2,8000000,41400000,1
2952,6.4,6000000,41387687,1
2953,6.1,18000000,41382841,1
2954,5.8,18000000,41325328,1
2955,5.8,40000000,41323171,2
2956,5.8,58000000,41299492,2
2957,6.6,19800000,41296320,1
2958,6.5,28000000,41230799,2
2959,6.6,12000000,41205099,1
2960,6.4,10000000,41200020,1
2961,7.5,1800000,41158757,1
2962,7.0,34000000,41142379,2
2963,6.8,12000000,41092328,1
2964,6.1,22000000,41087017,1
2965,6.7,42000000,41083864,2
2966,7.0,31000000,41067311,2
2967,6.8,50000000,41037742,2
2968,6.2,30000000,41002607,2
2969,7.1,50000000,41000000,2
2970,6.0,19000000,40996665,1
2971,6.4,6000000,40940662,1
2972,5.5,50000000,40909909,2
2973,7.4,25000000,40903593,2
2974,6.3,50000000,40882928,2
2975,5.8,12000000,40855419,1
2976,4.2,62000000,40854735,2
2977,5.6,37000000,40846082,2
2978,7.9,40000000,40842288,2
2979,5.7,50000000,40828540,2
2980,6.7,12000000,40716963,1
2981,4.6,4000000,40700000,1
2982,6.6,10000000,40697761,1
2983,5.8,7000000,40693477,1
2984,5.5,18000000,40651864,1
2985,6.1,20000000,40618920,1
2986,6.7,15000000,40590000,1
2987,7.1,15000000,40577001,1
2988,5.7,28000000,40547440,2
2989,6.3,15000000,40500000,1
2990,6.8,10000000,40485039,1
2991,6.8,9000000,40471663,1
2992,4.3,42000000,40462793,2
2993,6.3,25000000,40452643,2
2994,6.9,3500000,40423945,1
2995,6.6,28000000,40400657,2
2996,6.9,35000000,40382659,2
2997,6.9,5000000,40356000,1
2998,6.5,30000000,40346186,2
2999,8.1,7000000,40343446,1
3000,6.5,15000000,40283321,1
3001,7.5,11800000,40272135,1
3002,7.4,5000000,40266982,1
3003,6.7,35000000,40263020,2
3004,5.5,17000000,40227006,1
3005,7.4,7000000,40185556,1
3006,6.0,80000000,40170558,0
3007,5.3,22000000,40120144,1
3008,4.9,15000000,40105542,1
3009,7.5,6400000,40084041,1
3010,5.8,13500000,40075446,1
3011,6.4,12000000,40050884,1
3012,7.9,12800000,40031879,1
3013,5.3,65000000,40002112,0
3014,7.6,4500000,40000000,1
3015,6.1,1000000,40000000,1
3016,7.3,6300000,40000000,1
3017,6.3,2090000,40000000,1
3018,7.8,9000000,39946780,1
3019,6.8,42000000,39861118,2
3020,6.6,6000000,39846344,1
3021,6.6,20000000,39782683,1
3022,8.2,9000000,39723096,1
3023,7.4,12000000,39673162,1
3024,6.1,14000000,39673161,1
3025,6.8,17000000,39657073,1
3026,7.0,60000000,39629195,2
3027,6.5,80000000,39459427,0
3028,5.2,21150000,39438674,1
3029,5.4,10000000,39421467,1
3030,6.4,65000000,39407616,0
3031,5.7,25000000,39404261,2
3032,7.4,11000000,39363635,1
3033,6.0,18000000,39321715,1
3034,4.2,19000000,39267515,1
3035,6.0,6000000,39241323,1
3036,6.4,33000000,39238300,2
3037,6.4,25000000,39200000,2
3038,7.2,8000000,39187783,1
3039,5.9,25000000,39171130,2
3040,5.5,20000000,39143839,1
3041,5.4,4000000,39103425,1
3042,7.0,15000000,39100000,1
3043,6.6,22000000,39071603,1
3044,6.9,11000000,39055536,1
3045,6.5,25000000,39053061,2
3046,7.0,70000000,39041505,0
3047,4.7,60000000,39031337,2
3048,6.2,9300000,39024251,1
3049,7.4,4000000,39000000,1
3050,6.1,150000000,38992758,3
3051,5.9,12500000,38956288,1
3052,7.4,50000000,38955598,2
3053,6.6,7500000,38934048,1
3054,7.4,39000000,38869464,2
3055,6.1,5500000,38830219,1
3056,4.3,40000000,38805380,2
3057,5.3,26000000,38793283,2
3058,6.9,25000000,38748395,2
3059,6.2,8500000,38702310,1
3060,6.0,23000000,38689940,1
3061,6.8,1200000,38682707,1
3062,7.4,20000000,38673750,1
3063,5.1,70000000,38629478,0
3064,7.1,14000000,38625550,1
3065,6.8,50000000,38619405,2
3066,5.4,5000000,38610009,1
3067,6.1,40000000,38600612,2
3068,4.8,14000000,38574362,1
3069,7.6,12806000,38535221,1
3070,6.4,23000000,38505009,1
3071,6.1,50000000,38502340,2
3072,5.5,4500000,38482411,1
3073,6.3,6000000,38435947,1
3074,7.2,30000000,38413606,2
3075,5.4,60000000,38400000,2
3076,7.1,45000000,38399961,2
3077,5.2,1000000,38390020,1
3078,6.3,17000000,38376497,1
3079,5.5,12000000,38368909,1
